"";"Parameter";"Parameter_type";"Role";"Side";"Kills above expected per game";"Deaths above expected per game";"Assists above expected per game";"CSAt15Min above expected per game";"CSAtEnd above expected per game";"GoldAt15Min above expected per game";"GoldAtEnd above expected per game";"Games_played";"Kills";"Deaths";"Assists";"CS_at_15_min";"CS_at_end";"Gold_at_15_min";"Gold_at_end"
"1";"(Intercept)";"(Intercept)";"bottom";"(Intercept)";-2,26258543658345;2,39115474755122;-7,4088518127384;18,9285862635977;-4,51908399245078;634,501102847706;-1914,64233139754;NA;NA;NA;NA;NA;NA;NA;NA
"2";"(Intercept)";"(Intercept)";"jungle";"(Intercept)";-1,07384119902405;4,67354403935097;-4,83884984128166;-22,3719859689509;-37,6339277089682;-1091,23555529491;-297,332354852282;NA;NA;NA;NA;NA;NA;NA;NA
"3";"(Intercept)";"(Intercept)";"mid";"(Intercept)";-1,14750953859854;-0,329572976004389;-0,865363638662699;-1,14927019117421;14,8510715465838;57,1802709933654;301,164599040803;NA;NA;NA;NA;NA;NA;NA;NA
"4";"(Intercept)";"(Intercept)";"support";"(Intercept)";0,373947952583654;-3,02092349996299;3,23663340735442;0,00238222044496919;3,70883824456726;181,704025164801;482,280074795701;NA;NA;NA;NA;NA;NA;NA;NA
"5";"(Intercept)";"(Intercept)";"top";"(Intercept)";1,35071942821731;-0,651360320476724;-0,328844842753383;-21,0729823924017;7,02379493909364;-776,726673217513;-745,627527361002;NA;NA;NA;NA;NA;NA;NA;NA
"6";"Aatrox";"Champion";"top";"Blue";0;0;0;0;0;0;0;6;1,5;2;2,33333333333333;117,166666666667;192,166666666667;4676;8624,66666666667
"7";"Aatrox";"Champion";"top";"Red";0;0;0;0;0;0;0;9;1,88888888888889;2;3,11111111111111;118,111111111111;229,555555555556;4841,11111111111;10454,5555555556
"8";"Ahri";"Champion";"mid";"Blue";0;0;0;0;0;0;0;19;2;1,31578947368421;4,26315789473684;135,263157894737;252;5221,36842105263;10627,3684210526
"9";"Ahri";"Champion";"mid";"Red";0;0;0;0;0;0;0;24;3,375;1,29166666666667;4,875;135,625;259,708333333333;5308,75;11773,7083333333
"10";"Akali";"Champion";"mid";"Blue";3,18166010237555;2,05912982190823;-4,73898573195021;4,2092427954924;10,7079086263685;215,342429621614;1068,4701860946;2;5;1,5;1;131;219;5371,5;9756,5
"11";"Akali";"Champion";"mid";"Red";1,67253339487165;2,20308380119722;-4,74100915030213;11,4147211836733;-35,8117620154944;924,058758951821;-605,958762723278;3;5,66666666666667;1,66666666666667;1,66666666666667;122,333333333333;252,666666666667;5631,33333333333;12539,6666666667
"12";"Alistar";"Champion";"support";"Blue";0;0;0;0;0;0;0;21;0,380952380952381;2,42857142857143;6,33333333333333;18,1428571428571;28,0952380952381;3267,14285714286;6696,71428571429
"13";"Alistar";"Champion";"support";"Red";0;0;0;0;0;0;0;15;0,266666666666667;2,33333333333333;7,26666666666667;17,5333333333333;25,9333333333333;3215,26666666667;6561,13333333333
"14";"Ambessa";"Champion";"mid";"Blue";-2,60240975172327;2,32580616422843;-6,09040580961607;6,26580161058349;-34,8492974458779;-26,1269168770734;-2189,44171279385;4;1,75;2,25;3,5;130;266,5;4790,75;12381,75
"15";"Ambessa";"Champion";"top";"Blue";-0,397002427039156;1,70595915573788;-0,619835496515161;0,626378124841793;-3,66396216595947;47,5279486546169;-32,9170412797414;18;2,11111111111111;2,44444444444444;2,27777777777778;114,222222222222;235,222222222222;4721,66666666667;10493,2222222222
"16";"Ambessa";"Champion";"top";"Red";0,525950553146363;-1,15137178342799;0,860622147069999;-1,12981683595226;12,3816693400579;-216,003455484714;384,255773307656;30;2,6;1,76666666666667;3,76666666666667;112;238,866666666667;4651,76666666667;11317,5666666667
"17";"Anivia";"Champion";"top";"Blue";-0,799045994858437;2,1946244165643;-2,02790789194879;7,32260567330331;8,6184812652682;502,184656962652;68,3679552624284;2;2;1;1,5;117;251,5;4839,5;11469,5
"18";"Anivia";"Champion";"top";"Red";-1,13594785852234;1,36091556254463;-1,24886159194778;-5,82331339202654;-10,3786242864966;-1039,53300765443;-1560,16682517161;2;1,5;3;2;92,5;188,5;4296,5;8880
"19";"Aphelios";"Champion";"bottom";"Blue";0;0;0;0;0;0;0;1;3;3;1;140;275;4875;11582
"20";"Ashe";"Champion";"bottom";"Blue";2,56952381562981;-1,35643168813795;4,60239231099459;-15,8939150162995;-17,771483203804;-537,12595929297;248,461268066605;20;2,4;1,65;3,65;128;249,8;5232,8;10712,3
"21";"Ashe";"Champion";"bottom";"Red";0;0;0;0;0;0;0;16;2,625;2,25;5,6875;118,3125;233,9375;5024,0625;10680,6875
"22";"Ashe";"Champion";"support";"Red";1,00188964361065;0,666325781110876;-3,43834526093326;-4,40513240954836;13,649874557284;154,279284242461;1027,31288517492;1;1;2;4;15;36;3193;6300
"23";"Aurora";"Champion";"mid";"Blue";0,0697776750203833;1,74079266630805;-2,47320806769116;3,32166702669715;-23,4997623687579;88,6079553877664;-1120,53403895489;12;3,41666666666667;1,25;4,08333333333333;135,333333333333;274,666666666667;5342,16666666667;12391,4166666667
"24";"Aurora";"Champion";"mid";"Red";-2,31917940598064;1,70194668196904;-3,38422602075482;-3,16649519338256;-0,870718861768355;-280,289229201515;-1292,10126191022;16;2,1875;1,9375;3,625;129,1875;245,1875;4994,8125;10755,6875
"25";"Aurora";"Champion";"top";"Blue";0,648888732004276;0,1139885415098;1,03727254964612;13,1941621401147;14,2220721716615;430,552344699604;1042,63016097186;6;2,66666666666667;1;2,66666666666667;119,5;255,666666666667;4699,33333333333;11776,6666666667
"26";"Aurora";"Champion";"top";"Red";0,0474843012959023;-1,26573788199089;0,791921870210756;17,6661981832301;17,679265659145;1014,92590991656;408,189332055722;2;1,5;1;2,5;133,5;244,5;5553,5;10440
"27";"Azir";"Champion";"mid";"Blue";0,0202352867430538;1,85720800878678;-2,88965145353234;-3,40104064740619;-0,745625046712454;-311,345191473347;-291,208993093926;27;2,62962962962963;2,11111111111111;3,33333333333333;131,592592592593;279,666666666667;4939,85185185185;12249,2592592593
"28";"Azir";"Champion";"mid";"Red";-1,48703470601195;1,24152471684126;-2,2159436083015;2,38563167595491;11,9135131977266;-205,609505681093;-122,393186963241;21;1,52380952380952;1,42857142857143;3,19047619047619;136,761904761905;262,238095238095;5112,90476190476;10973,5714285714
"29";"Bard";"Champion";"support";"Blue";0,294357082253377;0,275678196268881;-0,108782287659239;-6,03746431888334;-0,190640874588078;-605,013131152792;-46,486470808958;1;1;2;4;19;29;3151;6590
"30";"Bard";"Champion";"support";"Red";-0,410077225603933;1,10876065976116;-3,53749874944101;-2,69956456991322;12,4244667355271;55,9033193977768;95,6908480324861;4;0,25;2,5;7,25;20;39,5;3395,5;7678,75
"31";"BFX Clear";"Player";"top";"Blue";0;0;0;0;0;0;0;15;1,6;2,66666666666667;2,8;113,333333333333;222,866666666667;4624,93333333333;10234,4666666667
"32";"BFX Clear";"Player";"top";"Red";0;0;0;0;0;0;0;15;2,06666666666667;1,73333333333333;3,33333333333333;120,333333333333;234,4;4852,73333333333;10983,6
"33";"BFX Diable";"Player";"bottom";"Blue";0;0;0;0;0;0;0;15;2,46666666666667;2,06666666666667;3;127,466666666667;263,866666666667;5135,8;11295,8
"34";"BFX Diable";"Player";"bottom";"Red";0;0;0;0;0;0;0;15;4,06666666666667;1,13333333333333;3,13333333333333;126,066666666667;281,2;5282,2;12726,3333333333
"35";"BFX Kellin";"Player";"support";"Blue";0;0;0;0;0;0;0;15;0,666666666666667;2,86666666666667;5,33333333333333;16,8666666666667;26,2666666666667;3309,86666666667;6506,06666666667
"36";"BFX Kellin";"Player";"support";"Red";0;0;0;0;0;0;0;15;0,733333333333333;2,53333333333333;6,53333333333333;16,1333333333333;27,2;3239,4;6811,4
"37";"BFX Raptor";"Player";"jungle";"Blue";0;0;0;0;0;0;0;15;2,4;2,26666666666667;4,2;101,2;180,333333333333;4775,26666666667;9698,33333333333
"38";"BFX Raptor";"Player";"jungle";"Red";0;0;0;0;0;0;0;15;1,66666666666667;2,33333333333333;5,2;94,3333333333333;173,933333333333;4625,53333333333;9563,13333333333
"39";"BFX VicLa";"Player";"mid";"Blue";0;0;0;0;0;0;0;15;2,06666666666667;2,4;3,2;130,666666666667;243,866666666667;4905,4;10660
"40";"BFX VicLa";"Player";"mid";"Red";0;0;0;0;0;0;0;15;1,86666666666667;1,8;4,86666666666667;129,133333333333;253,133333333333;5054,8;11068,6666666667
"41";"Blitzcrank";"Champion";"support";"Blue";0,226379068449244;1,03519116465881;-1,56325912069436;-7,46338333582305;0,453554907322747;-190,471487134232;336,121230371043;3;0,666666666666667;2;9,33333333333333;14,6666666666667;25,6666666666667;3447;8183
"42";"Blitzcrank";"Champion";"support";"Red";0,350569919613938;0,243928574936254;-7,30224197444836;6,29170120033723;3,93301911208206;513,983109904896;-296,698354419653;1;0;6;5;22;26;3449;5359
"43";"Brand";"Champion";"jungle";"Red";0;0;0;0;0;0;0;1;3;4;11;126;276;5097;13761
"44";"Braum";"Champion";"support";"Blue";-0,196153887178749;-0,175403260864373;2,61035786520389;-2,14375167094022;-6,77732585572474;171,554099769283;343,527697053171;13;0,230769230769231;2,15384615384615;7,92307692307692;18,4615384615385;26;3327,38461538462;6681,61538461538
"45";"Braum";"Champion";"support";"Red";-0,906284783102579;-1,62505898717248;5,08453881370566;-0,262086716898505;2,96991598880798;108,35824260568;829,132656052022;11;0,181818181818182;1,90909090909091;9;18,1818181818182;25,3636363636364;3393,90909090909;6720,90909090909
"46";"BRO Bull";"Player";"bottom";"Blue";-3,33642056650191;-0,858519689591236;2,78461255511172;1,48587696442318;0,481449355138382;-492,796402539835;-1396,59602696767;2;2;3;5,5;123,5;297,5;4850;13021
"47";"BRO Bull";"Player";"bottom";"Red";0,371484093144159;0,771226131877332;-0,534591227526507;-13,1459786103525;-22,486176215137;-461,441864941812;-1083,68455875249;3;2;0,666666666666667;4;133;296,333333333333;5115,33333333333;12603
"48";"BRO Clozer";"Player";"mid";"Blue";1,73654233780194;-0,418995574212994;0,177980368614042;0,204676797903252;15,3620661257102;-163,265993535388;882,439951182108;14;2,5;1,14285714285714;2,78571428571429;135,857142857143;281,5;5133,28571428571;11869,5
"49";"BRO Clozer";"Player";"mid";"Red";0,139936000032524;-0,519254438918598;-2,1911027010376;8,86906822666306;27,5552786042642;453,300988710626;515,098868396645;19;2,05263157894737;1,26315789473684;4,31578947368421;136,578947368421;274,210526315789;5284,57894736842;11576,4210526316
"50";"BRO Croco";"Player";"jungle";"Blue";1,26793710335938;-0,78456420224624;5,19038519326793;6,93651780191965;29,30304160424;239,570967175064;1712,1586665393;2;1;4;5;106;209;4886,5;10087,5
"51";"BRO Croco";"Player";"jungle";"Red";NA;NA;NA;NA;NA;NA;NA;1;10;0;1;117;198;5415;11389
"52";"BRO Ellim";"Player";"jungle";"Blue";0,106829098794699;-1,71272297351192;1,75431951448811;19,2404990270581;23,0464566478356;12,9527166672945;497,237208915576;2;1;2,5;4,5;115,5;212,5;4755;10604
"53";"BRO Ellim";"Player";"jungle";"Red";1,17331503233495;1,87869787219075;-3,88622741393009;-4,56432269498835;6,12226588263734;-166,381979834585;679,092691187273;2;3,5;2,5;3,5;94,5;185,5;4869,5;10599,5
"54";"BRO HamBak";"Player";"jungle";"Blue";1,47036599554868;-0,0913137822741577;1,91153250906297;1,2166516622651;13,2152461999667;55,7664688542036;730,917185163569;10;1,3;2,7;3,7;98,8;184,4;4662,8;9361,9
"55";"BRO HamBak";"Player";"jungle";"Red";-0,00543621330129653;0,644048112087019;0,283053490302813;-0,0952717885034075;16,7689918508225;-51,7567908399921;-43,0817422932359;16;1,3125;2,4375;5,375;104,4375;192,625;4810,75;9744,375
"56";"BRO Hype ";"Player";"bottom";"Blue";0,623623069498351;-0,843854534416816;0,954455557254246;-4,10715924933269;-0,0708476055366847;-242,007236780991;40,8283464355477;12;1,83333333333333;1,08333333333333;3;135,333333333333;294,333333333333;5102,5;11738,5
"57";"BRO Hype ";"Player";"bottom";"Red";-1,04713671275155;0,764738817043627;-1,58809809014335;-1,89101165715432;-8,06152531412476;-5,69694695451569;-1094,74275176242;16;2,9375;1,5;3,4375;130,875;274,4375;5290,125;11715
"58";"BRO Morgan";"Player";"top";"Blue";1,20004651220433;-0,195221697930359;0,165466600647119;9,9492168030852;20,7094371886361;348,409068203188;1278,70678771551;14;1,92857142857143;2,57142857142857;2,42857142857143;118,142857142857;249,642857142857;4739,92857142857;11047,7857142857
"59";"BRO Morgan";"Player";"top";"Red";0,450046478799646;-0,415349671383802;-0,706643155789427;-4,27424128074852;20,7851069930344;40,3299480189187;-83,6246518667634;19;1,89473684210526;1,52631578947368;2,47368421052632;120,526315789474;243,263157894737;4729,42105263158;10615,7368421053
"60";"BRO Pollu";"Player";"support";"Blue";-0,500481334316255;-0,594557303089699;2,70776704395588;0,530928612949545;-0,613583377614977;-73,098145523079;130,475279928597;14;0,285714285714286;2,57142857142857;5,64285714285714;18,2142857142857;28,2142857142857;3278,92857142857;6661,14285714286
"61";"BRO Pollu";"Player";"support";"Red";0,196266394091792;-0,634047040705901;1,77748457682753;-1,23748577274647;0,236250364409463;2,33262460351947;-142,082926584675;19;0,368421052631579;2,68421052631579;6,73684210526316;19,5789473684211;28,5263157894737;3274,36842105263;6535,36842105263
"62";"Caitlyn";"Champion";"bottom";"Blue";0,562922854672642;-1,98623865031886;4,05699181859601;8,35294187929007;35,2061091510507;84,7649649892384;1491,6002302662;6;2;1;1,83333333333333;143,333333333333;271,333333333333;5602;11444
"63";"Caitlyn";"Champion";"bottom";"Red";-0,166054760219629;-0,637574377734662;-4,68368587578415;8,59947632496119;14,113139740336;100,294196635241;-138,539165397996;7;2,28571428571429;1,14285714285714;2,42857142857143;131,857142857143;324,428571428571;5391,14285714286;13743,1428571429
"64";"Camille";"Champion";"support";"Blue";-2,13154443184172;6,6430027921903;-17,3809602245868;-2,11225089733513;13,0821350150405;-1502,08743246666;-1948,66694064996;1;1;7;1;25;46;3285;6268
"65";"Camille";"Champion";"support";"Red";2,86638511755374;-1,79436925443857;1,26953296212974;3,30453918876501;14,3561481078822;857,394360832389;2413,47268198712;1;3;5;11;21;33;3517;8571
"66";"Camille";"Champion";"top";"Blue";-2,04207473527333;1,30879259546901;-0,0211559894527647;2,69965466694562;0,0608410232193409;-334,909265917276;-7,04846655960717;8;2,75;2,375;3,625;104,375;232,5;4331,5;11512,5
"67";"Camille";"Champion";"top";"Red";NA;NA;NA;NA;NA;NA;NA;1;2;2;8;98;197;4170;9947
"68";"Chogath";"Champion";"mid";"Blue";1,02653050390968;0,743288333413756;3,65532426641859;-28,8025716159131;-61,8432527066636;4,14717107307278;-1592,23500136949;1;4;1;6;106;224;5111;11250
"69";"Chogath";"Champion";"support";"Blue";1,31044254036335;4,3022116665029;-13,9548453043028;80,342904347349;139,087398088445;522,517854242263;328,799732374594;1;2;5;0;101;172;4359;7573
"70";"Corki";"Champion";"bottom";"Blue";1,52941157573454;-1,20009405427827;3,89298405674824;-11,2640039732579;-5,36060873988443;-302,437095269298;549,409978854883;7;2,42857142857143;2;3;129,571428571429;266,857142857143;5022,85714285714;10921,8571428571
"71";"Corki";"Champion";"bottom";"Red";0,0736274707409016;-0,509293866067288;-2,03130239147423;3,60895891218442;14,9975721437038;-211,223381289032;-81,7850751421007;10;2,7;1,3;2,9;133,2;272,6;5300,2;11589,2
"72";"Corki";"Champion";"mid";"Blue";0,237226443955696;1,89912317653125;-2,15999279296023;12,2672375309117;2,87719838152969;276,959413866705;-447,257503342338;9;2,11111111111111;2;2,33333333333333;141,888888888889;245;5330,88888888889;10062,5555555556
"73";"Corki";"Champion";"mid";"Red";-1,57788130516023;1,0648524375136;-1,64203008708377;2,10045287757248;15,2616180988734;-140,207871108952;-390,917715989081;10;2,4;1,9;3,7;137,6;275,8;5304,6;11920,5
"74";"Diana";"Champion";"jungle";"Blue";0;0;0;0;0;0;0;1;3;5;8;112;199;5007;11993
"75";"Diana";"Champion";"top";"Blue";-1,6587889743066;1,79437213565352;-1,82671612897403;-24,4759656416207;-47,9829263873153;-1204,10611129294;-3006,45023632105;1;0;2;0;106;206;4241;7568
"76";"DK Aiming";"Player";"bottom";"Blue";0,659238616530494;-1,43225344837903;1,42778166568004;7,03237938342104;18,1648976352099;205,876202147662;1196,46145557735;24;2,75;1,125;3,91666666666667;132,416666666667;276,916666666667;5203,25;12003,5833333333
"77";"DK Aiming";"Player";"bottom";"Red";1,17292401212283;-0,258169178806056;1,30471171507393;4,61783392091281;-7,93644584880869;202,876377740193;184,458334445451;20;3,7;0,8;4,3;132,6;261,15;5224,6;11833,05
"78";"DK BeryL";"Player";"support";"Blue";0,52317961035928;0,435272151778175;2,89163043425692;3,61985581573674;5,19396754918854;205,181942185663;763,045171837991;24;0,916666666666667;3,70833333333333;5,29166666666667;24,7083333333333;40,375;3421,79166666667;6943,66666666667
"79";"DK BeryL";"Player";"support";"Red";0,611480257433931;-2,57525329657816;5,74280208773703;3,72104012122802;10,1780743820624;173,790050120224;802,155374900392;20;0,7;1,8;7,35;23,6;35,95;3302,7;6692,1
"80";"DK Lucid";"Player";"jungle";"Blue";2,25527215645451;-1,85290787690226;3,77645001410537;14,4303014176977;36,8531656628224;570,94263934683;1766,53757672522;24;2,375;1,91666666666667;4,95833333333333;100,458333333333;184,625;4845,75;9870
"81";"DK Lucid";"Player";"jungle";"Red";1,6045323255398;-1,00017020333399;2,44816397423096;4,08264634186563;29,2067643779736;106,045997309882;1071,02532317311;20;2,4;1,1;6,25;106,35;191,3;4942,5;9918,1
"82";"DK ShowMaker";"Player";"mid";"Blue";2,47300592709487;-0,669802775378721;1,79074887574943;1,95227202162267;9,28499239199506;157,766060255795;1121,84912504802;24;2,08333333333333;1,83333333333333;4,54166666666667;128,541666666667;249,208333333333;5052,625;10997,5833333333
"83";"DK ShowMaker";"Player";"mid";"Red";1,26836173006729;-0,610096793475207;2,07581822065673;-2,32546264624568;4,93793232400682;-14,2026766125512;1156,79613617745;20;2,85;1,45;4,65;132,25;234,25;5096,8;10754,05
"84";"DK Siwoo";"Player";"top";"Blue";1,3461788695619;-1,94670036847555;0,647925702812566;6,44752055897594;16,6398926155862;628,213675679896;1331,34223638621;24;1,58333333333333;1,95833333333333;3;112,666666666667;231,375;4633,79166666667;10334,2916666667
"85";"DK Siwoo";"Player";"top";"Red";0,8516717945317;-0,465905378497981;2,00249988125509;-3,79448817021228;16,9946044944775;-129,649950774594;508,724470199592;20;1,7;1,55;4,4;113,7;224,85;4617,4;10192,75
"86";"DNF Berserker";"Player";"bottom";"Blue";-0,437972349288068;-0,863414116289797;-0,423954815551476;11,7316381500018;9,66086215022301;275,097535938018;290,783206453961;11;1,81818181818182;1,18181818181818;2,27272727272727;139,727272727273;262;5461,63636363636;10825,2727272727
"87";"DNF Berserker";"Player";"bottom";"Red";-1,10643457368958;0,742735646860599;0,646143384706904;0,249118460401113;-19,6801226022523;-10,4655291427265;-1497,10527630886;21;2,61904761904762;1,28571428571429;3,23809523809524;134,190476190476;295,047619047619;5187,42857142857;12548,1904761905
"88";"DNF BuLLDoG";"Player";"mid";"Blue";-0,0420372075953534;0,661122323510407;-3,15952981637708;2,92665404404077;-24,407304500314;136,306470079569;-720,516041122384;6;1,83333333333333;2,5;2;129,5;237,666666666667;5146,66666666667;10536
"89";"DNF BuLLDoG";"Player";"mid";"Red";-0,135540005022832;0,567005267251007;-1,76032357496886;-4,56218834973467;-3,66053329070892;-158,131057082633;-659,843003280197;15;1,4;1,86666666666667;4,66666666666667;133,533333333333;269,4;5061,6;11518,1333333333
"90";"DNF DDoiV";"Player";"jungle";"Blue";-9,80848299175254;5,43698472308796;-2,43210684806924;-2,99303619029621;-43,6585198832546;-780,91376772554;-3968,36047125445;1;1;4;2;115;170;4788;7828
"91";"DNF DDoiV";"Player";"jungle";"Red";NA;NA;NA;NA;NA;NA;NA;2;4,5;2,5;2,5;101,5;197;5648;10622
"92";"DNF DuDu";"Player";"top";"Blue";0,0965248445498578;-0,293039312553224;-1,1638486423428;9,55392718314703;24,8709888703696;741,037802074724;622,470307798564;11;0,727272727272727;2,54545454545455;2;120,909090909091;230,090909090909;4757,09090909091;9270
"93";"DNF DuDu";"Player";"top";"Red";0,571515195711491;0,235046911947929;-0,229199219853064;-12,8670116124664;-3,46129371502417;-360,33685719591;-352,657622632672;21;2,0952380952381;1,85714285714286;3,28571428571429;117,47619047619;251,285714285714;4815;11438,1428571429
"94";"DNF Life";"Player";"support";"Blue";0,848749105073519;1,18962563815649;-2,37074850216125;3,23277526822006;3,37535896859058;206,890406954437;132,796531403723;11;0,545454545454545;2,72727272727273;3,90909090909091;20,7272727272727;29,2727272727273;3430,45454545455;6086,81818181818
